Umusozo ni wo ugaragaza ko igikorwa kivugwa mu nshinga cyarangiye 	The conclusion is that the verbal action is complete
mu ntangiriro  no Mu mpera zimyaka icumi yakurikiyeho	in the beginning and at the end of the next ten years
Mu minsi yo mu bwana bwanjye 	In the days of my youth
Uburemere bwuzuye bugomba kwimurwa kumutwe	Full weight should be transferred to the head
Rastas Never Die yasohotse mu mwaka w’inani kane 	Rastas Never Die was released in the fourth year
Kumvira ni inshingano noneho	Obedience is a responsibility now
Muri gukora twavuga ko mutadutengushye buriya. 	In practice we can say that you did not disappoint us.
muri iki gikorwa akamufata kubice by’umubiri bitandukanye	in this process he takes her to different parts of the body
Kuri ubu byasimbuwe n’ibya kizungu	but now it has been replaced by a white one
Ariko reba umwaka umwe nyuma yo gushaka	But look at one year after marriage
kandi rimaze guhabwa agaciro mu Rwanda 	and has been valued in Rwanda
Igomba kugeraho ifashijwe na Henry	It must be achieved with the help of Henry
Sinifuza guhubuka ngo ejo mpure nawe	I don't want to rush to meet you tomorrow
ndetse bagakora iby’urukundo no gufasha abandi 	and do love and help others
ni ayahe masoko urubyiruko rwigishwa kuvomamo?	What markets do young people learn from?
yabikoze numutima we wose	he does it with his wholeheart
mbere y’uko ajya mu rukundo na Hailey 	before falling in love with Hailey
Ni iki kerekana uburere bwiza bwa Gasaro?	What shows Gasaro’s good upbringing?
Nizera ko ubu busobanuro buzana ibisobanuro 	I hope this definition brings meaning
Imiterere yanjye iragukurikira inyuma.	My character is following you behind.
kuko inkiko zo mu Rwanda zivugako bari mubatwara imbaraga	because the Rwandan courts claim to be involved in the transfer of power.
Garagaza ko abatanga cyangwa abakira ruswa baba bazi ko ari bibi	Indicate that bribe-givers or bribe-takers know it is wrong
atambuka yitera hejuru ashima Imana. Abantu bose bobona agenda	he walks up and praises God. Everyone will see him go
umukuru w’umudugudu rubarizwamo	the village headman
cyangwa umutware yishimiye umwami	or the chief pleased the king
afungiyemo i Remera mu mujyi wa Kigali	imprisoned in Remera in Kigali City
maze avuga ko abayobozi bahabwa amakuru atari yo 	and said that the authorities were given incorrect information
zigapima metero enye z’uburebure ndetse igapima toni icumi	measure four meters   and weighs ten tons
Guhera ubu ngiye kuvuga ibiri mubitekerezo byanjye. 	From now on I'm going to say what's on my mind.
Nuko nyuma y’ibyo Pawulo amarayo iyindi minsi myinshi.	And after that Paul spent another more days
imbaraga numurava byaramufashije	Strength and courage has helped him
kalisa yashakaga koga ubundi agasubira munkambi	Kalisa wanted to take a shower and return to the camp
wari ukuriye ibiro bya Perezida Kagame 	who was in charge of President Kagame's office
Iyo ni yo mpamvu Imana iduha impano kugira ngo tubere abandi umugisha.	That is why God gives us gifts to bless others.
Mu gihe abagenzi basakuzaga bibaza ikibura 	As the passengers shouted they wondered what was missing
kuko hari naho amajwi yinyamanswa nyinshi	for there is also the sound of many animals
Mu nyamaswa nini kurusha izindi haza inzovu	Of the largest animals the elephant came
Ibyo byatumye abaturage bagwa mu gihirahiro cyo kutamenya umutegetsi nyawe bayoboka.	As a result the population is in a dilemma of not knowing the real ruler.
Intambara yatwitse amazu menshi	The war that burned many houses
zigakora itsinda ry’ibyihebe 	forming a group of terrorists
kimwe kikagira abatware bacyo ikindi abacyo bimara iminsi.	one having its rulers and the other its own lasting for days.
nyamara nta rukundo rwa kristo ruri mu mutima	yet there is no love of Christ in the heart
Gucira amacandwe yose yiminsi yanjye ninzira?	Is it my fault that all my days are spent?
umuhungu we yageze muri israel nyuma y'ibyumweru bibiri	his son arrived in israel after two weeks
amazi azenguruka isi	water crossing around the world
Iki gihe cya nyuma yari afite umudendezo yarushijeho gukora neza abwiriza amatorero. 	This last time he had more freedom to do the preaching of the churches.
Abakinnyi bane bambere babanzaga mu kibuga	The first four players were starters on the field
cyane kurenza ishavu n’amakuba bizanwa no gutera umuntu	much more than anger and misery will come from attacking a person
Ibikomangoma bya rubanda byavuye kure	The princes of the people have come a long way
Umusoro ni imwe mu nkingi zikomeye zashyigikiraga ubukoloni.	Taxation is one of the main pillars of colonialism.
amwami rukwi yababaje abantu be	king rukwi afflicted his people
Aya yari amahirwe adasanzwe ku bayobozi bose	This was a unique opportunity for all leaders
Avuga ku ijambo ryavuzwe na Perezida Ndayishimiye 	He spoke in support of the US Alliance but said that maintaining some independence was important.
Bubaka uruzitiro basubira murugo hafi ya Efurate	They build a fence and return home near the Euphrates
amaherezo yahanaguwe kubera umwijima	It was eventually wiped out because of the darkness
Imbaga iricara batangira gukemura ibibazo	The crowd sat and start to solve different problems
bituma umuntu adakira mu kwizera	it makes one not recover by faith
ubwami bwo mu ijuru buzagereranywa n’abakobwa cumi	the kingdom of heaven will be compared to ten daughters
cyangwa impano y'amasoimpano y'ubuntu niya zahabu	Or is the gift of the eye a gift of grace and of gold
Bireze ntashaka gutenguha Kamali. 	I don't want to disappoint Kamali.
Nyamara ariko baba baramenye neza	Yet they would have known better
by'amashuri byo kwishyira ukizana inyandiko Manifeste y'Abahutu 	of education self-determination Hutu Manifesto
abacuruzi akenshi bashora mumagare	Traders often invest in bicycles
amategeko Yayo akababera nk’umutwaro uremereye. 	commandments are a heavy burden to them.
pawulo yahanganye n’ubu buyobe akoresheje igihamya kigaragara	Paul confronted this delusion with clear evidence
ni rwiyemezamirimo ukora ibintu bitandukanye 	is an entrepreneur who does different things
ntacyo afite cyo kwishyura uwo umwenda. 	nothing to repay to that debt.
Mu buzima bwe azabona ko ibivugwa mu Byanditswe byera ari ukuri ngo  	In his life he will see that what is said in the Holy Scriptures is true
dukunda gushyira ibintu mu dusanduku duto dusukuye	we like to put things in clean little boxes
gusoma nkuko byasobanuwe mumyandiko 	reading as described in the text
hanyuma nyishira mu bwogero  bw’iwanjye	and then put me in my bathroom
tumenye icyo Ijambo rivuga tukanga kugikora	let us know what the Word says and refuse to do it
bahigaga in yamaswa z’inkazihari n’abanyagishanga bahigaga ibihura 	they hunted wild beasts and some swarms hunted them
akarurekura rukikubita hagati y’ibisambo 	he releases it and fall among the thieves
kubwo kumenya ikiza cyose kiri muri twe	by knowing all plagues in us
Ibyo yavuze bireba ku rugero runaka kuri uru rubanza. 	What he said applies to some extent to this case.
mukabiganiraho mbere yo gushakana 	discuss it before marriage
ukuntu nyagasani ari umunyabuntu	how gracious my lord is
ntazigera arekera kugeza aho azasohoreza gukiranuka mu isi; 	He will not give up until he brings forth righteousness in the earth;
ndetse no kuba yiteguye kurwanirira abantu be	and his willingness to fight for his people
umunyakuri and nubuhemo	the truth and the unfaithful
Abo kubw’umurimo we yari yaratumye bemera Kristo nk’Umukiza aho babaga bari hose 	Those who by his work had led them to believe in Christ as Savior wherever they lived
yabwiraga amagambo y’ukuri abantu bari bateraniye kwa Koruneriyo	he spoke the truth to those who had gathered at Cornelius' house
musubize n’ibindi bibazo byo gusesengura umwandiko	answer other text analysis questions
Natangiye gukina filimi mu rusengero 	I started filming in the church
kugira ngo igihe amagambo yawe azasohokera turashobora kukwubaha.	so that when your words come out we can respect you.
Ndashaka icyumba imbere. 	I would like a room in the front.
bashora uwo musaruro mu mujyi wa Nyamagabe	they invest the produce in Nyamagabe town
Ukuri bari baribagiwe kongeye kugaruka mu bitekerezo byabo	The truth they forgot comes again in their minds
Kalisa ntashaka kumva ibi. 	Kalisa doesn't want to hear this.
Reka rero mfate uriya mugabo wavuye muburobyi	So let me take  that man came from Fishing
ubuki rero burya ngo buranahenda 	so honey is expensive
cyane cyane iyo utandikiwe na muganga burya si myiza	especially when you are not prescribed by a doctor its not good
izina ryanjye ryirihimbano ni silent	My nickname is silent
Twabonye ko ubuzima bw’imyororokere bugomba kwigishwa abana	We have seen that reproductive health should be taught to children
basabwa namategeko gutegura umusoro wawe 	they are required by law to prepare your tax
kubera ko ikibazo k’imirire mibi batandukanye na cyo;	because the problem of malnutrition is different;
aho ashyinguwe mu irimbi rya Kinondoni 	where he was buried in Kinondoni Cemetery
jye ntabwo numva ukuntu leta zikomeza kwemera	I don't understand how the government continues to accept it
Mbese ni nde mu bantu wamenya ibyo undi atekereza 	Which of my points do you disagree with?
bikururwa n’indwara zinyuranye wasanga biteye ubwoba!	is caused by a variety of diseases that you find to be horrible!
Umwarimu wicyongereza nitangazamakuru	English teacher with media
nta kibazo na kimwe gihari	there is no problem
uba incuti ye yahafi	you become his closest friend
bityo babone igihembo gitangaje	so they get a very amazing reward
Barasakuza kandi bajugunya hejuru imyenda yabo	They shout and throw their clothes up
ibintu byiza biza iyo ukora cyane	best things come when you work hard
insengero zi Kibeho mu majyepfo y'u Rwanda	churches of Kibeho in southern Rwanda
gukora umurimo bagomba gukora cyane	to do the work they had to work hard
bumvaga ko yari gukuraho impamvu iyo ari yo yose yo kutumvikana. 	they felt that he would eliminate any reason for disagreement.
Ndagushishikariza gukoresha ubushobozi Imana yagushyizemo	I encourage you to use the power God has given you
Ni ukuvuga ko agushaka	That is he wants you
Bagombaga gutegereza uyu mugisha mbere y’uko binjira murusengero	They had to wait for this blessing before entering the church
Undi aramubwira ati:Icyo uzampemba ntigihenze	Another said to her What you will award me is not expensive
amuhagaze imbere yari akomeye cyane ku isi 	standing before him he was the greatest in the world
Nibyo ndashoboye data ntabwo yibarutse imbwa	To the best of my ability my father did not give birth to a dog
bushobora mu buryo bworoshye kuzuramo ibitekerezo bibi bitandukanye.	which can easily be filled with various negative thoughts.
Hari igihe mwaba mwari mumaze igihe muvugana	There have been times when you have been talking
mu gihe Abayahudi bo bari barahawe amabwiriza n’Imana 	while the Jews were commanded by God
Ibi ni ibintu bikoreka mu buryo bworoshye	These are things that can be done easily
Mu kibwirizwa cyo ku musozi yerekanye ukuntu ibyo amategeko asaba birenga ibikorwa bigaragara	In the Sermon on the Mount he outlined the requirements of the law
Umurage wa Hrethelushushanyijeho zahabu	Hrethel's legacy is painted in gold
Ntabwo meze neza ubu	I'm not feeling well now
Abisirayeli barivovose maze baguma mu butayu. 	The Israelites rebelled and stayed in the wilderness.
wiyerekane muri byose nk’ikitegererezo cy’imirimo myiza 	show yourself in all things as an example of good works
urwego inkuru irimo n’izina ry’uwanditse inkuru.	the level of the story includes the name of the author.
Mucyo rero dukanguke twitabire ikoranabuhanga 	So let us wake up and participate in technology
nk’umuhamya w’ijambo ry’Imana no guhamya kwa Yesu Kristo.	as a witness of the word of God and a witness of Jesus Christ.
ubu ni yo ntero ikaba n’inyikirizo. 	this is the beginning and the end.
Urusobe: uruhurirane rw’ibintu byinshi bihuriza hamwe	Network: a combination of many things that come together
kunywa inzoga ku mugore	drinking alcohol for a woman
muri Amerika ni mironngo irindwi kwijana	in the United States it is seventy percent
ugushyingo bibiri na cumin a karindwi	November two and seven
Amaso y’abacamanza yari amenyereye gusoma indoro z’imbohe	The eyes of the judges were accustomed to reading the words of the prisoner
Nuko amahoro y’Imana ahebuje rwose ayo umuntu yamenya	And the peace of God which surpasses all knowledge
n’amaraso n’ibinizwe n’ubusambanyi bwabo bose	and the blood and the poison of all their fornication
Wishyize mu mwanya wa Ryangombe wumva wari gukora iki	Put yourself in Ryangombe's place and feel what you would do
cyuwandika cyo kubona igisubizo gishimishije. Icyo gika ni iki:	writing to get an interesting answer. The paragraph is as follows:
mudasobwa ishaje hagati na mudasobwa nshya	an old computer in the middle of a new computer
Umunsi umwe Ngunda aribwira	One day Ngunda thinks to himself
maze uruhande rwatotezaga rugatakaza imbaraga nyinshi. 	and the persecuting side lost much of its power.
Irishya isobanura gushidikanya nk’inshinga ivuga 	Irish means doubt as a verb 
kandi agatuma imitima yabo igarukira imana.	and makes their hearts turn to God.
Ku bwimbaraga ze ukuri gushizweho	By his power the truth is established
Ko hagira usohoka ngo zihe iryinyo	That someone comes out to give them a tooth
ni byiza gufata byibuze utuyiko  tw’ubuki ku munsi	it is best to take at least a tablespoon of honey a day
amatwara y’uwo mwami kuva yimye ingoma kugeza atanze 	the conduct of the king from the time he succeeded to the throne
Muri abarenzi bo mu Mirinzi ya Cyarubazi	Among the guards of the Cyarubazi River
Sinshaka ko mukundana na Kalisa. 	I don't want you to fall in love with Kalisa.
nk’uko abanyarubuga bagaragajwe mu myifatire yabo.	as webmasters have shown in their behavior.
Kandi ni byo bihana umugaragu wawe 	And that is what punishes your servant
Yatunze urutoki ibishushanyo n’ibigirwamana byabo	He pointed to their idols and idols
Kandi uko babicaga nemeraga ko babica. 	And I knew in that look that he had killed them. 
Muburyo bwintwaro mong Geats yicyo gihe	Armed with the mong Geats of the time
nyina umubyara yumva ijwi rye 	her cousin hears her voice
Mpa intebe hamwe numuhungu wigituza cye	Give me a chair with a boy on his chest
hirya no hino mu gihugu hari hari inkomere nyinshi	There are many wounds all over the country
gutanga ubugingo bwacu kubwa bagenzi bacu.	giving our lives for our fellow man.
Inkota yamaraso cyaneintwari ninkombe zayo	The bloody sword is very brave and its shores
yitabiriwe n'abanyapolitiki b'Abahutu barimo n'abaminisitiri bo muri ubwo bwoko	attended by Hutu politicians including ministers of the tribe
Amagambo uyu mugore yavuze yagaragaraga nk’aho ari meza 	The woman's words sounded good
ibyo bifatiye runini kunegura no kurema birashobora kuba ibyo bisigo byose	that with a great deal of criticism and creativity can be all those poems
Kubantu bicisha bugufi ninzirakarengane ni ikinamico yo kwiyegereza	For the humble and the innocent it is a drama of nearness
Ushobora kuyoboraNtushobora 	You can lead You can't
Agomba guhabwa inama imiti cyangwa inkingo 	He should be given advice medication or vaccine
mu butumwa bwo kubungabunga amahoro ku isi.	on a global peacekeeping mission.
ubusinzi ubusambanyi ibiyobyabwenge.	drunkenness  adultery drugs.
ukongeraho Umurenge wa Rwimbogo yo muri Gatsibo.	adding the Rwimbogo Sector in Gatsibo.
Mikayeli yohererejwe guhindura umutima w’umwami wari winangiye 	Michael sent to change the hardened king's heart
batabarwa n’ingobyi y’abarwayi yahise igera aho 	they were rescued by a basket of patients who immediately arrived
mu gihe cya Mose na Dawidi 	in the days of Moses and David
na byo ni ukubeshya? Katabirora noneho yiterera hejuru araseka 	is that a lie too?  Katabirora then jumped up and laughed
Amaherezo Feliki yaje guhamagarwa i Roma 	Felix was eventually summoned to Rome
Ariko bidatinze ishuheri y’umuyaga itangira guhuha;	But soon the wind began to blow; 
Ntabwo wari umurimo wa Pawulo guhita ahindura gahunda	It was not Paul's job to immediately change the plan
mu bitera kwishora mu mibonano mpuzabitsina 	among the causes of sexual intercourse
indwara zindi nk'izitwa klinelfelter syndrome	other diseases such as klinnelfelter syndrome
uvuye aho muri aka gace ka orissa	from there in this area of Orissa
byakozwe n’abamushinja kuba mu muryango w’abatemera Imana	made by his accusers to belong to an atheist community
ntacyo yahaga agaciro mu mico ye	he valued nothing in his character
Amashongore cyangwa amashyo ngore.	Sheep or herds. 
Kandi ubwo bavushaga amaraso ya Sitefano wahamyaga ibyawe	And when they spilled the blood of Stephen you testified about yourself
Ifasha cyane urwungano ngogozi	It helps a lot with rope bonding
Rukara asa nkudashaka Mariya wenyine. 	Rukara seems to not want Mary alone.
Muri make uwavuga akamaro k’imikino ngororamubiri bwakwira bugacya.	In a nutshell the importance of physical activity can be broadened.
kandi bakabona ko mu gihe gito agaciro gakomeye imigenzo ya kiyahudi yari ifite kagiye gutakara 	and they see that in a short time the great value of the Jewish traditions it had is about to be lost
Inkoko ni igikoresho bafashaho imyaka cyanecyane mu cyaro.	Chicken is a tool they have been helping for years especially in rural areas.
Kandi ntiyigeze yirata ko ari uwera	And he did not boast that he was holy
mu biganiro akunda gukorera ku mbuga nkoranyambaga	in conversations he likes to work on social media
n’urukundo mukunda abera bose	and your love to all the saints
maze mu kanya gato batakaza imbaraga y’umugisha yari yasusurukuje imitima yabo	and in a moment they lost the power of blessing that had warmed their hearts
Urwangano rw’Abega n’Abanyiginya rwaturutse kuri Rwabugili	The hatred of the Abega and the Nyinginya came from Rwabugili
Ntushaka kuereka iyo mbunda. 	You don't want to show that gun.
babonye ko ruciwe nabi 	they saw that it was badly cut
ko bashaka kuvuga ko vuba aha umuntu mushya azaza 	that they want to say that soon a new person will come
cyangwa mu birushya n’akaga yaba ari mu gihe cyo gusuzugurwa no mu gihombo.	or in the face of adversity and danger whether in a time of contempt and loss.
ukuntu iki gihugu cyifashishije inuma mu gukora ubutasi 	how this country used pigeons to spy
zirimo kuganiriza abakiri bato bakamenya ububi 	they are talking about young people knowing the bad
Noneho ndabyemeye». Bamuha ibyo bamusezeranije areguka. 	Now I agree.  They gave him what he had promised and he returned.
Kuki Eyelidi ibitse imyambi yiteguye gushushanya	Why did Elyde store arrows ready to draw
ariko ubu bwo ibinyujije mu Mwana wayo 	but now through his Son
Ubwo ku ncuro ya kabiri bari bahagaze imbere y’abantu bashakaga kubarimbura	The second time they stood in front of the people who wanted to destroy them
Niba kandi Bezaleeli na Aholiya bashushanyije 	If Bezalel and Aholiah also painted
nk’uko natwe twabakunze: kugira ngo abakomeze imitima	just as we have loved you: to strengthen your hearts
abahishurira Imana nyakuri batari barigeze kumenya. 	revelers of the true God had never known.
ari nta rubanza rwamutsinze koko?	is there any case that really won him over?
guhobera abanyeshuri bose arabikunda	hugging all the students he loves
Yabonye muri salle intwari ari nyinshi	He saw many heroes in the hall
Yinjiye muri salle ya rubanda ntabwoba 	He entered the public hall without fear
uwo mwunganizi akenshi yatumaga imbohe ifatirwa umwanzuro mwiza.	the lawyer often made prisoners feel better about themselves.
kuri Facebook muri iyo minsi.	on Facebook in those days.
Cyo nawe nyoni dukize kandi imanza zacu ntiziruhije	We are the birds that save us and our judgments are not difficult
Mu ntwari nziza ikomeye yumubabaro	In the great hero of sorrow
kakororoka kikuba inshuro nyinshi kakamunga abasirikare bawurinda.	it spreads many times and thorns the guards.
Nta gitekerezo cyari gifite igisimba cyo gutinza 	The idea was to have a slow-moving lion
Avuga ko yafashe icyemezo cyo kubyemera 	He says he decided to accept it
maze utahure inshoza n’uturango byacyo.	and understand its origins and origins.
Umwana wa El Capo Guzman yanyurujwe	El Capo Guzman's son abducted
mu ibondo rimwe. Nuko kwa sebukwe baramuherekeza arataha. 	in one baby. So they accompanied him to his father-in-law's house.
ndetse n’amajanja y’imbwa ze.	and his dogs' hooves.
baherako biyemeza guhagarika umurimo Pawulo na Barinaba bakoraga.	they decided to quit the work Paul and Barnabas were doing.
uko abantu bagenda bubaka banatura	as people build and live
amasasu agera kuri cumi na tatu 	up to thirteen bullets
Twari twicaye hamwe Habaho kuririmba no kwishima	We were sitting together There was singing and rejoicing
Iteka ry’Imana ni uko abakora ibisa bityo bakwiriye gupfa	It is God's will that those who do such things deserve to die
bahagaze Ku nkombe yinyanja itagira ingano 	standing on the shores of the endless sea
yakomeje avuga ko hari igihe kizagera akavuga ukuri 	he went on to say that there would be a time when he would tell the truth
ku munyaga nk'uko byari byarakorewe se	to the sea as it had been to his father
kugeza mu mubihumbi bibiri na cumi nagatandatu	up to two thousand and sixteen
kandi agabirwa inka nyinshi	and he is given many cows
Bene Gihanga rero ni bo bitwa Abami b'Umushumi.	The people of Gihanga are therefore called the Kings of the Slave.
Rinda ururimi rwawe ikibi rero! 	So guard your tongue against evil!
uwo murimo wari uwo gushinga amahuriro akwirakwiza umucyo 	the task was to set up a forum to spread the word
Tupac yahuriye na  Jackson muri filimi Poetic Justice	Tupac met Jackson in the film Poetic Justice
Nta mutwe kugeza ubu wari wigamba icyo gitero.	No group has yet claimed responsibility for the attack.
bityo bukaba bugomba kwitabwaho guhera umuntu agisamwa	so it has to be taken care of from the moment a person is conceived
Iyo yitwaye nk’izina ifata indomo maze ikagira imimaro nk’iy’izina.	When it behaves like a name it takes the verb and has the same function as the noun.
Ukanibagirana  cyane ndetse nkutarahageze	You forget so much even before you arrive
Hashize igihe arambwira ngo wa munsi yagiye mu rugo arira 	Some time ago he told me that the day he went home he was crying
Uhereye ku bivugwa muri ariya matangazo: Itangazo ni iki? Ni ubuhe 	Based on the content of the announcement: What is the announcement? Which one
byashyizweho uruhushya rwabafite uburenganzira	with the permission of the copyright holder
icyakora nubwo umugabo aba adashaka cyane gukora imibonano	however even if the man is reluctant to have sex
ntiruhutiraho ntirutekereza ikibi ku bantu. 	not hurry  it does not think badly of people. 
no guhanga amaso ku bintu bigaragara aho kurebesha amaso yo kwizera tugatumbira ibitagaragara. 	and focusing on visible things rather than looking at the eyes of faith and focusing on the invisible.
Umukozi mu icapiro ryigenga rya Kigali ku Kimihurura	An employee of the Kigali Independent Press at Kimihurura
ni uko yashakaga gusura Kefa 	was that he wanted to visit Cephas
umucamanza  yavuze ko urupfu rw’umwami Rudahigwa ari urusanzwe	the judge ruled that King Rudahigwa's death was normal
batangaga ibyuhagiro by’inka n’imyaka	they used to wash cows and cows
umubare wabo ukomeza kugwira iminsi yose.	number continues to increase day by day.
ni amakosa kandi bidufiteho ingaruka zikomeye.	it is a mistake and it has serious consequences for us.
Nawe  nibiki byemeza ukuriuvuga koko	And what a wonderful way to screw people over
Himba umuvugo wo kurwanya ruswa.	Compose anti-corruption rhetoric.
nkuko yari yaje kuri yo mu kibabi -	as he had come to the leaf -
Nkuko izina ribivuga imbusane ni amagambo afite inyito	As the name implies nouns are nouns
Byaba byiza kugiha inama abo mukorana 	It would be better to advise your colleagues
bibaza bati ese tuzabigenza dute	they wonder how we will do it
yimanitse. Mugiti ariyahura barashyingura	hanged . The suicide bomber was buried
yari yarakozwe na Adidas 	had been made by Adidas
agomesha abantu bo mu Bayuda bose bari mu bihugu byose; 	he rebelled against all the Jews in all the lands;
Abanyarwanda inka bayibonagamo itungo ribafitiye akamaro ahanini mu rwego rw'ubukungu.	For Rwandans cows were considered an important source of livestock.
Ku nyanja ibyo twagezeho byose	At sea all our achievements
Kubikomeye kandi bigoye ni umukino 	The strongest and most difficult is the game
i Burundi mu buryo bunyuranyije n'amategeko kwifatanya 	in Burundi illegally join
Bagize umunezero ndengakamere maze bamuvugiriza impundu 	They were overjoyed and shouted at him
ubwo. Hashize iminsi itanu 	then . Five days later
Iki ni kimwe mu bice by’umubiri wacu	This is one of the most important parts of our body
Sawuli ntiyashidikanyije ko Uwavuganye na we ari Yesu w’i Nazareti	Saul did not doubt that the One speaking to him was Jesus of Nazareth
Byagaragaye muri iyo yishimiye urugamba	It was evident in his joy at the battle
umwanda uhumanya kuko winjiye mu nzuzi	the dirt is polluted because it has entered the rivers
Ngo iyo bayita baringa	That when they call it copper
Umuyobozi wicyamamare  kasohotse kure	The celebrity leader came out of nowhere
ngo kubera ukuntu yitwaye bamufunguye 	that because of his behavior he was released
Ibiraro birebire kurusha ibindi ku isi	The tallest bridges in the world
ibisobanuro byayo mu mwandiko.	meaning in the text.
nkuko numvise yarushije abandi gukubita inkota 	as I heard he beat others with the sword
umuhate wo kugera ku buryo bwuzuye	the effort to reach the fullest
aba aretse kurangiza akayikuramo	he ceases to finish and removes it
Muri icyo gihe gikomeye intumwa Pawulo yari atuje kandi ashikamye. 	During that difficult time the apostle Paul was calm and firm.
muburyo butandukanye uzayasanga muri	in different ways you will find it in
ahubwo mu mahanga yose uyubaha agakora ibyo gukiranuka iramwemera. 	but in every nation the man that feareth him and worketh righteousness is accepted with him. 
Muri uwo Muntu w’icyubahiro wari umuhagaze imbere Sawuli yabonyemo Uwabambwe.	In that glorious Man standing before him Saul saw the Crucified One.
umuco mubi wo kuyobora abaturage nk'amatungo bagatomera 	the bad habit of leading the population like cattle and grazing
Rukara akunze kuvuga ibintu byubupfu mugihe kidakwiye. 	Rukara often says stupid things when they are not.
Nkurikiye arashaka kuba umukire no kuba icyamamare. 	Next up he wants to be rich and famous.
aguza miriyoni yose rwagiye! Ntiwayishyuye se da!	borrows all the millions gone! You didn't pay for it Dad!
Guhiraho ingengabihe kugirango ugere ku ntego 	Set a timeline to achieve your goal
ariko bukora Imiterere yumuntu Yerekana kubatuye mubihe byumunsi.	but it does shape the personality of the Indigenous people of today.
Ndashaka kumenya icyo ubukungu bukubwira. 	I want to know what the economy tells you.
nyina yamwakiranaga urugwiro avuga ko ubutumwa bw'indirimbo ze bubafasha	his mother warmly welcomed him saying that the message of his songs helped them
Kandi rero urashobora gukora ibibi ushobora gukora 	And so you can do the wrong thing you can do
Intambarayamaraso no kumwica bikomeye	Bloody war and serious killings
Bibiliya ni igitabo cy’iyobokamana by’ikirenga:	The Bible is a book of supernatural theology:
marina ndetse na queen cha	marina and queen cha
bwashoboraga kubahesha amaronko.	could have given them wealth.
Umwoga-byano yahaye Rwogera .	He gave Rwogera a bath.
Nyina akaba Buhorwinka bwa Kigobe cya Cyahi	His mother is Buhorwinka of the Gulf of Cyahi
bituma umuntu adashobora gusinzira.	makes one unable to sleep.
Guhinda umushyitsi Kurasa amashami ibihumbi icumi 	Trembling Shooting ten thousand branches
Noneho inziga zirahindukira mumaso yawe	Then the wheels turn into your eyes
Gutinyuka kwihanganira kureba umugore	The courage to endure the sight of a woman
ibikorwa by'ubutasi biragora cyane	espionage activities are very difficult
Ikinyoma kiramuherera Umurundi twahize	A lie lies to the Burundian we swore
Kugira ubuntu byasabwaga Abaheburayo bwari uburyo bwo gutuma ishyanga ryabo ryunguka	The generosity required of the Hebrews was a means of making their nation prosperous
Bibiliya zose zera cyangwa code zera	All white Bibles or white codes
nimwumve amagambo nireguza kuri mwe.’	Hear the words that I speak against you. '
mvoma amazi cyangwa mperekeza mama mu murima guhinga. 	I draw water or accompany my mother to the field to cultivate.
Data buri gihe azana ikintu cyiza cyo kuvuga.	My father always brought something good to say.
Ntabwo yasubizanyije kwihangana mu gihe ibintu byari byoroshye 	He did not restore patience when things were easy
izo mbaraga kandiniba utekereza uzazishobora 	that energy and if you think you will be able to
Noneho mu buryo butunguranye 	Then suddenly
urugero nko kubara akageza ku icumi 	for example counting up to ten
Kuva mu myaka ya zarimwe 	From time immemorial
Igihe Itorero rya mbere rya Gikristo ryashingwaga 	When the early Christian Church was founded
N’abantu bakuru babungabunga ubuzima bitabira gahunda y’inkingo	Even health care adults are involved in the vaccination program
yagombaga kuyobora abisirayeli abakura muri Egiputa abajyana I kanani	he was to lead the Israelites out of Egypt into Canaan
Noneho umuabe gukora ikintu runaka araguhima	Now the person is doing something for you
ni uko bene ibyo biganiro bishobora no gufata igihe kirekire nk’ibyumweru 	is that such conversations can even take as long as weeks
hamwe no gutabaza kuri muse; 	and muse calls;
Ubutinde n’amasaku by’aya magambo 	The delay and noise of these words
binyuze mu mugezi wa Rusizi usohoka mu Kivu werekeza mu majyepfo	through the Rusizi River out of Kivu to the south
Ntabwo ufite uburenganzira kubintu byoe byaremwe	You have no right to his created things
mu kubacyura no kubakira yizeye ko bazataha nk'uko babisabye.	by relocating and receiving them he hoped they would return as requested.
ubwayo ikaba imaze gukoreshwa mu gihe kingana n’amasaha menshi	which itself has been in use for many hours
Byihuta ndiruka Kuberako baranyinginze	I run quickly because they beg me
bahora biyegurira Imana buri munsi kugira ngo ibahindure ibikoresho byayo bikwiriye. 	they always dedicate themselves to God every day to make them His proper tools.
abenshi muri bo baravugishwa	most of them are prophesied
maze basobanukirwa neza impamvu y’umurimo wa Kristo n’imiterere y’ubwami bwe.	and they clearly understood the purpose of Christ's work and the nature of His kingdom.
iba ifite ikirango cya Zoo Jeans 	it has a Zoo Jeans logo
Ndashaka ko uguma aho uri nkahamusanga. 	I want you to stay where you are and find him.
dore ko umugo re we atigeze atuza 	lo and behold his husband never calmed down
Yitegereje uko ibihe byagiye bisimburana maze arareba ageza ku mperuka 	He watched as time went by and he looked to the end
muri uwo mudugudu no guhindura benshi	in that village and make a lot of people 
nk’imwe muri kawo zihuse zabayeho	as one of the fastest-growing of its kind
Umuntu ufite umutima urangamiye gukorera Imana azabona amahirwe yo kuyivugira	A person with a heart full of service to God will have the opportunity to speak about it
Abazungu bibwiraga ko shiku izakemura ikibazo cy'inzara ku buryo budasubirwaho. 	The whites thought that shiku would solve the problem of hunger irrevocably.
